,HUMAN_CODING,HUMAN_NON_CODING,MOUSE_CODING,MOUSE_NON_CODING,NON_PROMOTER,HUMAN_CODING_GENERATED,GENERAL
CLOCK,1.3253223915592027,1.3939264328485885,1.4484797297297298,1.3836150845253576,1.2971400872515755,1.2965,1.3391762595305725
ESRRA,0.9492966002344666,1.3276304533789565,0.9307432432432432,1.3686605981794537,1.628292131200517,1.005,1.3463895948572282
ZNF530,2.27168815943728,1.7630453378956372,1.864864864864865,1.5910273081924577,0.7733882695104217,1.534,1.3466885932127373
OTX2,0.8625439624853458,1.2857142857142858,0.8381193693693694,1.226592977893368,1.705364356115689,1.123,1.3475108386903871
Rhox11,0.8215123094958968,1.2664670658682635,0.7733671171171171,1.2669050715214565,1.7181289384391663,1.1925,1.347735087457019
MNX1,0.7359320046893317,1.295551753635586,0.7668918918918919,1.1781534460338101,1.7915656810470189,1.083,1.3540888025115863
POU3F3,0.5257913247362251,1.1244653550042771,0.42736486486486486,0.9021456436931079,2.0448376151236065,1.1475,1.3575272835999401
FOXO1::ELF1,0.9970691676436108,1.344311377245509,1.0954391891891893,1.4249024707412223,1.5666505089675231,1.2105,1.3691134698759158
Spz1,1.5196365767878077,1.4995722840034218,1.3361486486486487,1.5084525357607281,1.2817902730651156,1.368,1.3708700852145312
SOHLH2,1.9900351699882766,1.48759623609923,2.1697635135135136,1.4697659297789336,0.8707384068508645,1.7425,1.3738600687696219
ESR2,1.1987104337631886,1.4794696321642429,1.1706081081081081,1.5373862158647593,1.4715624495071902,1.153,1.3812602780684706
CEBPA,0.7634818288393904,1.3006843455945252,0.7204391891891891,1.23667100130039,1.8342220067862336,1.1385,1.3824936462849455
SOX18,0.8361664712778429,1.3344739093242086,0.8780968468468469,1.4336801040312093,1.7056067216028437,1.212,1.3842876364179997
NR5A1,1.0102579132473624,1.3242087254063302,0.987331081081081,1.4297789336801041,1.691064792373566,1.0245,1.3989011810435044
GATA2,0.772567409144197,1.3417450812660394,0.7088963963963963,1.3042912873862158,1.844724511229601,1.279,1.40884287636418
ZNF281,2.544255568581477,1.7891360136869119,2.149774774774775,1.776332899869961,0.6552754887703991,1.836,1.4107863656749888
SP3,2.5990621336459556,1.7527801539777588,2.456644144144144,1.725292587776333,0.5639844886088221,1.9165,1.4132531021079384
ISX,0.7007620164126612,1.28956372968349,0.6100788288288288,1.114109232769831,1.9473259007917272,1.3725,1.414598594707729
Lhx8,0.9419695193434936,1.458939264328486,1.0472972972972974,1.3081924577373212,1.690660849894975,1.2815,1.4149723426521155
KLF3,2.6541617819460726,1.6860564585115483,2.481981981981982,1.5308842652795838,0.6050250444336727,1.9415,1.4163178352519061
DPRX,0.7584994138335287,1.31437125748503,0.7232545045045045,1.23407022106632,1.9120213281628695,1.1595,1.4206906862012258
NKX2-3,1.2057444314185228,1.4063301967493584,1.2744932432432432,1.4899219765929779,1.5141379867506868,1.385,1.4211391837344896
SCRT2,1.0319460726846423,1.3571428571428572,1.040822072072072,1.5009752925877764,1.6639198578122476,1.2195,1.4218493048288234
FOSL2::JUND,1.0996483001172332,1.599230111206159,1.0912162162162162,1.5026007802340702,1.5988043302633705,1.1675,1.424502915233966
Nr5A2,1.0805978898007034,1.344311377245509,1.0864301801801801,1.4408322496749024,1.6918726773307482,1.051,1.4264090297503365
ERF::FOXO1,1.3036342321219225,1.4516680923866552,1.3963963963963963,1.4726918075422626,1.4532234609791566,1.442,1.4278666467334429
ERF::HOXB13,1.2526377491207503,1.3751069289991447,1.428490990990991,1.35370611183355,1.5148650832121506,1.4205,1.4321647480938855
BARX1,0.8297186400937866,1.3840889649272883,0.790259009009009,1.2727568270481144,1.8384230085635807,1.432,1.4355284795933623
TEAD1,0.8686987104337632,1.3400342172797262,0.8510698198198198,1.3855656697009102,1.8453708191953466,1.1695,1.4412841979369113
MAFF,0.8197538100820633,1.3652694610778444,0.8212274774774775,1.3761378413524057,1.8808369688156406,1.133,1.445881297652863
ZFP14,1.854630715123095,1.6184773310521814,1.681587837837838,1.5858257477243174,1.179108095007271,1.578,1.4469277918971446
Dmrt1,0.701641266119578,1.2455089820359282,0.6264076576576577,1.2714564369310792,2.014137986750687,1.231,1.451450142024219
CEBPD,0.9012309495896834,1.377673224978614,0.8803490990990991,1.3192457737321197,1.8696073679108094,1.17,1.4562341157123635
BARHL1,1.007913247362251,1.4315654405474765,0.9878941441441441,1.2548764629388816,1.7936661819356923,1.4055,1.463895948572283
Arntl,1.6544548651817117,1.6471343028229255,1.8102477477477477,1.5897269180754225,1.2462433349491033,1.6475,1.4776872477201375
HOXB5,0.9035756154747948,1.4208725406330196,0.9138513513513513,1.3328998699609882,1.8734852157052835,1.3035,1.4780983704589625
Sox5,0.861957796014068,1.4221556886227544,0.8592342342342343,1.5,1.8683147519793182,1.2505,1.4785094931977874
Dlx2,0.9185228604923799,1.4238665526090675,0.9175112612612613,1.3426527958387515,1.842785587332364,1.45,1.4786216175811033
RARA::RXRG,1.8531652989449003,1.6971770744225834,1.6427364864864864,1.672626788036411,1.2401034092745193,1.485,1.4797054866198236
ESX1,0.85052754982415,1.501710863986313,0.8108108108108109,1.2581274382314693,1.9124252706414606,1.4245,1.4831813425026161
HES1,2.5756154747948417,1.6497005988023952,2.915259009009009,1.5933029908972691,0.636370980772338,2.149,1.4978322619225595
KLF15,3.3634232121922625,1.778443113772455,3.092060810810811,1.4847204161248375,0.3354338342220068,2.383,1.4988040065779638
POU2F1,0.6491793669402111,1.2831479897348161,0.5571509009009009,1.1625487646293888,2.1754726126999517,1.2105,1.4994393780834205
TGIF2LY,1.1705744431418523,1.433704020530368,1.3279842342342343,1.6440182054616386,1.6584262401034093,1.3735,1.5097548213484826
POU4F3,0.5967174677608441,1.257912745936698,0.44876126126126126,1.0464889466840053,2.264986265955728,1.3815,1.517005531469577
Nr1h3,1.8033411488862836,1.6783575705731395,1.7880067567567568,1.6427178153446034,1.3024721279689773,1.494,1.5170802810584543
ZNF677,0.9018171160609613,1.488879384088965,0.8868243243243243,1.4960988296488946,1.9276942963322024,1.3245,1.5256391089849006
PLAGL2,2.7678780773739744,1.932420872540633,2.111768018018018,1.400845253576073,0.9340765874939408,1.8335,1.5324039467782926
HINFP,2.7075029308323564,1.5556030795551754,2.935529279279279,1.4476592977893368,0.7482630473420585,2.0345,1.5355808043055763
ZBTB12,1.3941969519343493,1.4302822925577416,1.504222972972973,1.5975292587776333,1.6214251090644691,1.3975,1.5407011511436688
RBPJ,1.2511723329425557,1.5265183917878529,1.2851914414414414,1.546814044213264,1.72338019066085,1.3855,1.5422335177156525
ZNF667,1.1567995310668229,1.624037639007699,1.2057995495495495,1.653771131339402,1.74188075618032,1.348,1.546232620720586
FLI1::FOXI1,1.3311840562719812,1.5119760479041917,1.3986486486486487,1.5627438231469442,1.6880756180319922,1.4465,1.5562864404245778
ZNF416,1.7098475967174678,1.7164242942686057,1.6570945945945945,1.6323146944083224,1.4686540636613346,1.4385,1.562640155479145
KLF14,2.9425556858147712,1.9679213002566296,2.6677927927927927,1.9434330299089726,0.6084989497495557,2.112,1.5641725220511287
BATF3,0.9853458382180539,1.709153122326775,0.9541103603603603,1.683029908972692,1.885603490063015,1.389,1.5713111077889073
MAZ,2.9229191090269637,1.9615055603079554,2.5484234234234235,1.7743823146944082,0.7472935853934399,2.088,1.5882418896696069
Lhx1,0.9806565064478312,1.6449957228400343,0.9738175675675675,1.5068270481144344,1.9608983680723866,1.5105,1.5913813724024517
KLF12,3.1436107854630717,1.96535500427716,2.7894144144144146,1.8953185955786735,0.5784456293423816,2.2355,1.5955299745851397
Stat5b,1.1207502930832356,1.473053892215569,1.1883445945945945,1.5864759427828348,1.926805622879302,1.246,1.596314845268351
HOXB13,0.813599062133646,1.3669803250641575,0.7826576576576577,1.2330949284785435,2.1843593472289546,1.579,1.59743608910151
Nr2e1,0.9334701055099648,1.5774165953806671,0.9231418918918919,1.5312093628088426,2.0332848602359026,1.3725,1.5987068321124234
FOXB1,0.638335287221571,1.364841745081266,0.5920608108108109,1.2578023407022108,2.339392470512199,1.4335,1.6132830019434894
OTX1,0.992672919109027,1.5414884516680925,1.0256193693693694,1.5126788036410923,2.0330424947487478,1.499,1.623934818358499
Zfx,2.5172919109026966,1.8011120615911036,2.2713963963963963,1.577373211963589,1.1639198578122476,1.737,1.6295784123187322
NFIL3,0.7828253223915592,1.5260906757912747,0.7243806306306306,1.399219765929779,2.2491517207949587,1.3955,1.6350351323067722
ETV6,2.0729777256740913,1.7040205303678357,2.1900337837837838,1.6323146944083224,1.328243658103086,1.742,1.6363432501121244
Mafb,1.126905041031653,1.5983746792130025,1.1320382882882882,1.5741222366710013,1.991921150428179,1.366,1.6382493646284946
PBX2,0.731242672919109,1.539349871685201,0.6903153153153153,1.3475292587776333,2.3059460332848603,1.4705,1.6510315443265062
EN2,1.0993552168815943,1.6180496150556032,1.1317567567567568,1.600780234070221,1.9742284698658912,1.6505,1.65256391089849
NR2F2,1.1570926143024618,1.6432848588537212,1.173704954954955,1.7701560468140443,1.952253999030538,1.349,1.6544700254148603
SIX2,1.004103165298945,1.5372112917023097,1.0329391891891893,1.5471391417425226,2.1261108418161254,1.3065,1.6586186275975483
Gli2,2.1506447831184055,1.8408896492728828,2.027027027027027,1.8803641092327699,1.3095007270964614,1.7855,1.65966512184183
ZNF524,2.5225674091441967,1.8840889649272883,2.2469031531531534,1.798114434330299,1.1381483276781386,1.954,1.6639258484078339
Isl1,1.0337045720984759,1.5838323353293413,1.070382882882883,1.5185305591677503,2.0971077718532882,1.4835,1.6679623262072059
TFEB,1.5797186400937866,1.8528656971770745,1.6342905405405406,1.8342002600780234,1.6372596542252382,1.637,1.670989684556735
ZBTB17,0.8968347010550997,1.492301112061591,0.9628378378378378,1.4105981794538363,2.2373566004201,1.4225,1.676147406189266
NFYB,1.6019929660023446,1.7446535500427716,1.68384009009009,1.7789336801040312,1.691064792373566,1.5085,1.679884885633129
ZIC4,2.6500586166471276,1.9538066723695466,2.392454954954955,1.73667100130039,1.081273226692519,2.0595,1.6801091343997607
KLF10,3.139214536928488,2.1710863986313087,2.7502815315315314,2.0955786736020805,0.7018096623040879,2.252,1.6890790850650321
FOSL2::JUN,1.2286049237983587,1.8905047048759624,1.209740990990991,1.7844603381014303,1.9480529972531913,1.393,1.6929660636866497
ETV3,1.7511723329425557,1.598802395209581,2.0419481981981984,1.6934330299089726,1.6073679108095007,1.688,1.6985722828524443
POU4F1,0.6688159437280188,1.4217279726261762,0.5019707207207207,1.1700260078023408,2.535385361124576,1.5505,1.6995066527134102
NR4A1,1.0762016412661195,1.6834901625320786,1.0250563063063063,1.6544213263979193,2.1469542737114233,1.333,1.7035057557183435
ATOH7,1.4431418522860493,1.7288280581693756,1.4473536036036037,1.8368010403120936,1.8444013572467282,1.5785,1.7096725968007176
GBX2,0.9267291910902696,1.6424294268605646,0.8417792792792793,1.423927178153446,2.2744385199547583,1.6375,1.7117655852892808
Jun,1.1524032825322392,1.8678357570573139,1.0926238738738738,1.8195708712613785,2.0344158991759573,1.4215,1.7118403348781581
Ahr::Arnt,1.7810668229777258,1.8071000855431993,2.029279279279279,2.005851755526658,1.467603813216998,1.9995,1.7134474510390192
Nobox,0.8900937866354045,1.6073567151411463,0.8826013513513513,1.4944733420026008,2.2577960898368072,1.6995,1.714493945283301
ZNF682,2.745310668229777,2.015397775876818,2.5658783783783785,1.788036410923277,1.0750525125222168,1.9835,1.7180071759605322
BSX,1.01084407971864,1.6518391787852866,0.9749436936936937,1.5513654096228868,2.19268056228793,1.7025,1.722679025265361
MGA,1.7980656506447832,1.839606501283148,1.8735923423423424,1.931404421326398,1.5727904346421069,1.8925,1.7298923605920167
TFAP4::ETV1,2.5067409144196953,1.7921300256629598,2.407939189189189,1.6921326397919376,1.2798513491678785,2.065,1.7369188219464793
FOXK1,0.9117819460726846,1.5842600513259195,0.9127252252252253,1.6303641092327699,2.2872838907739537,1.5935,1.7405815518014651
POU3F1,0.6975381008206331,1.4593669803250642,0.5920608108108109,1.2714564369310792,2.582000323153983,1.4085,1.7410300493347286
ETV4,2.6210433763188745,1.7459366980325064,2.8966779279279278,1.7239921976592978,1.10785264178381,2.2105,1.7473090148004187
SP4,3.3786635404454866,2.1997433704020533,2.9580518018018016,2.0988296488946685,0.6634351268379383,2.469,1.7485423830168934
Nkx2-1,1.131008206330598,1.6330196749358425,1.178490990990991,1.672626788036411,2.1745839392470514,1.519,1.7552324712214082
SIX1,1.171746776084408,1.5821214713430283,1.2376126126126126,1.6654746423927178,2.163596703829375,1.486,1.75545671998804
ZNF384,0.9296600234466589,1.4721984602224123,1.2471846846846846,1.6176853055916776,2.1700597834868316,2.247,1.7706308865301241
BATF::JUN,1.1389214536928487,1.9123182207014542,1.1058558558558558,1.9223016905071522,2.103651640006463,1.5805,1.7714905068022126
NKX2-5,1.1899179366940211,1.6740804106073568,1.2539414414414414,1.80851755526658,2.0957343674260787,1.736,1.7717147555688444
SP5,3.3968347010550994,2.1000855431993157,3.139921171171171,1.8956436931079323,0.7405073517531103,2.436,1.7761249813126028
Ascl2,1.3898007033997655,1.8361847733105219,1.3178490990990992,1.9499349804941482,2.016804007109388,1.433,1.7769472267902526
ZBED2,1.9129542790152403,1.701454234388366,2.1235923423423424,1.7724317295188556,1.6459040232670867,1.9155,1.7829271939004336
TCFL5,3.2898593200468933,2.0055603079555175,3.6272522522522523,1.885890767230169,0.6299886896105995,2.674,1.7844595604724174
ZFP57,3.106682297772567,1.9195893926432848,2.93384009009009,1.5679453836150845,1.0232670867668443,2.487,1.7929436388099866
HOXB1,1.3484759671746775,1.8798118049615056,1.415259009009009,1.6716514954486346,2.0830505735983196,1.539,1.7949992525041112
TFAP4,1.2889800703399765,1.9268605645851156,1.2286036036036037,1.9450585175552666,2.125626110841816,1.3505,1.8037823291971895
MYCN,2.1471277842907384,2.0342172797262617,2.15990990990991,1.8315994798439532,1.5420908062691874,1.908,1.8049035730303484
Stat5a,1.3411488862837047,1.6270316509837468,1.460867117117117,1.813068920676203,2.142106963968331,1.4295,1.8134250261623561
FOXA2,0.8446658851113716,1.5906757912745937,0.8975225225225225,1.6963589076723018,2.4460332848602357,1.6435,1.8153311406787263
ZNF184,1.5621336459554513,1.8229255774165953,1.3476914414414414,1.7594278283485045,2.04467603813217,1.7565,1.8169008820451487
FOXO4,0.9601406799531067,1.6381522668947819,0.9273648648648649,1.6996098829648896,2.399499111326547,1.642,1.8169008820451487
HNF4G,1.339976553341149,1.7668947818648417,1.3586711711711712,1.8842652795838752,2.1778154790757798,1.4715,1.8397742562415906
GSC,1.022567409144197,1.7476475620188194,0.9811373873873874,1.571521456436931,2.4216351591533365,1.682,1.8400732545970997
CDX2,0.9718640093786636,1.6248930710008553,0.9946509009009009,1.5825747724317296,2.4486185167232186,1.789,1.8464269696516669
ETV2::FOXI1,1.7432590855803047,1.823781009409752,1.906813063063063,1.893368010403121,1.8711423493294554,1.7285,1.847323964718194
REL,1.6696951934349356,1.8550042771599657,1.7252252252252251,1.798114434330299,1.9694619486185168,1.692,1.8483704589624756
Foxf1,0.9422626025791325,1.6522668947818648,0.9307432432432432,1.776332899869961,2.44449830344159,1.718,1.8516220660786367
CREM,1.8382180539273154,1.886655260906758,1.9622747747747749,1.9236020806241874,1.8084504766521248,1.8005,1.8521453132007775
GATA1,1.0134818288393903,1.7480752780153979,0.941722972972973,1.7191157347204162,2.4308450476652124,1.699,1.8562191657945881
Shox2,1.0084994138335288,1.792557741659538,0.9389076576576577,1.54518855656697,2.4882856681208594,1.793,1.8727014501420243
BARX2,0.8722157092614302,1.6364414029084688,0.7792792792792793,1.4323797139141743,2.6480853126514785,1.7105,1.8752803109582896
GATA6,1.0137749120750292,1.7998289136013688,0.9490427927927928,1.739596879063719,2.462190984003878,1.6685,1.8763268052025714
BHLHE22,2.228604923798359,1.9751924721984602,2.120777027027027,1.8540312093628089,1.67329132331556,2.017,1.87636417999701
Atf3,1.223915592028136,2.018819503849444,1.1993243243243243,1.994148244473342,2.2359024074971723,1.6505,1.8787187920466437
ETV5::FOXO1,1.634525205158265,1.8656971770744226,1.677364864864865,1.9476592977893368,2.0060591371788656,1.87,1.8858947525788607
PRDM1,1.4621922626025792,2.0119760479041915,1.4206081081081081,2.1970091027308194,2.067377605428987,1.733,1.8894079832560922
PBX3,1.6553341148886285,2.0333618477331052,1.6914414414414414,2.365084525357607,1.8846340281143965,1.786,1.8906039766781282
BATF,1.2045720984759671,2.0342172797262617,1.1573761261261262,2.0230819245773732,2.271934076587494,1.6445,1.8915757213335327
FOXC1,0.8848182883939039,1.65098374679213,1.083614864864865,1.731144343302991,2.483195992890612,1.922,1.8924353416056212
PKNOX1,1.4917936694021101,1.9897348160821215,1.5579954954954955,2.293888166449935,2.007594118597512,1.728,1.8925848407833756
SNAI1,1.7778429073856976,1.8823781009409752,1.7930743243243243,2.0133289986996097,1.947972208757473,1.7535,1.892958588727762
ZNF449,2.478898007033998,2.1313088109495295,2.3212274774774775,2.008777633289987,1.5324769752787204,1.9515,1.8962849454328001
Prdm15,1.5990621336459554,1.8588537211291702,1.6185247747747749,1.8501300390117035,2.129423170140572,1.6165,1.8998729256989086
FOXA1,0.9575029308323564,1.6432848588537212,0.8961148648648649,1.6524707412223667,2.5999353692034255,1.6525,1.900956794737629
Ppara,1.4639507620164127,1.8323353293413174,1.5869932432432432,2.001950585175553,2.174503150751333,1.578,1.9115712363582
GSX2,1.3349941383352872,1.9080410607356715,1.3384009009009008,1.8338751625487646,2.2969785102601388,1.8565,1.9268949020780386
ZNF701,2.8001172332942557,2.391360136869119,2.3724662162162162,2.6215864759427827,1.2760542898691227,2.2505,1.9409478247869636
SP1,3.8584407971864008,2.420017108639863,3.3597972972972974,2.2604031209362807,0.7073840685086443,2.792,1.945358050530722
MEOX1,1.22010550996483,1.9811804961505561,1.271114864864865,1.8016905071521456,2.421796736144773,1.7055,1.952459261474062
Hoxa13,1.0480656506447832,1.7664670658682635,1.0098536036036037,1.630039011703511,2.61100339311682,1.893,1.9588877261175064
FOXC2,0.9152989449003517,1.7087254063301967,0.9121621621621622,1.698959687906372,2.7252383260623687,1.8275,1.9798176110031396
Prdm14,1.7957209847596718,2.0461933276304536,1.927927927927928,2.1573472041612485,2.0201971239295524,1.8395,1.9838540888025116
NEUROD1,1.6239742086752638,2.0513259195893925,1.5295608108108107,2.0461638491547465,2.2374373889158186,1.6795,1.9852743309911796
HNF4A,1.4378663540445487,1.8990590248075279,1.4431306306306306,2.0416124837451237,2.3661334625949264,1.5685,1.9874794438630587
NOTO,1.0316529894490034,1.8622754491017963,0.96875,1.5881014304291288,2.7039101631927616,1.8345,1.9934967857676782
PAX4,1.1078546307151231,1.9384088964927289,1.0740427927927927,1.643368010403121,2.6215866860559056,1.8545,1.9936089101509942
SPIB,2.018757327080891,2.1142001710863987,1.8682432432432432,2.153446033810143,1.9748747778316367,1.9195,1.9948796531619075
Msx3,1.0920281359906214,1.937125748502994,1.0351914414414414,1.698959687906372,2.6388754241396026,1.946,2.007549708476603
TEAD2,1.4428487690504104,1.9499572284003421,1.4386261261261262,1.877113133940182,2.440216513168525,1.754,2.0211915084467034
PPARA::RXRA,1.809202813599062,2.112061591103507,1.5723536036036037,2.1849804941482445,2.174907093229924,1.9095,2.0241067424129167
BNC2,1.3103751465416178,2.1548331907613343,1.2345157657657657,2.1427178153446036,2.450234286637583,1.704,2.0265361040514276
KLF7,3.970984759671747,2.5124037639007697,3.4690315315315314,2.3634590377113134,0.8132169978994991,2.8305,2.0459709971595155
EN1,1.1034583821805393,1.9563729683490163,1.0380067567567568,1.70481144343303,2.748020681854904,1.8955,2.0584541785020183
Gli1,2.3528722157092616,2.2869974337040206,2.2874436936936937,2.3091677503250976,1.8252544837615123,2.068,2.068022125878308
PGR,1.123388042203986,1.9392643284858855,1.1531531531531531,2.122886866059818,2.6844401357246728,1.683,2.0775526984601584
MAFK,1.813305978898007,2.334901625320787,1.7553490990990992,2.2945383615084527,2.166424301179512,1.944,2.0796456869487217
ZKSCAN5,2.6459554513481827,2.402480752780154,2.4149774774774775,2.3780884265279583,1.6559217967361448,2.328,2.081439677081776
NR2C1,2.299237983587339,2.3058169375534643,2.0594031531531534,2.2652795838751625,1.9642914848925512,1.9675,2.0843175362535504
KLF11,3.66852286049238,2.489307100085543,3.424268018018018,2.5848504551365408,0.9489416707060915,2.8325,2.087830766930782
MAF,1.9431418522860493,2.1171941830624466,1.9329954954954955,2.109232769830949,2.1839554047503635,2.003,2.09197936911347
SP2,4.060961313012895,2.5479041916167664,3.62134009009009,2.4645643693107933,0.7964129907901115,2.953,2.093773359246524
Zfp961,3.7708089097303636,2.3259195893926434,3.4600225225225225,1.9733420026007802,1.1077718532880918,2.8315,2.0944461055464196
KLF1,3.9648300117233295,2.6129170230966636,3.440315315315315,2.476267880364109,0.8892389723703344,2.832,2.0984078337569145
ZBTB11,3.0090855803048067,2.188622754491018,3.20777027027027,2.084525357607282,1.4529003069962838,2.5005,2.0995290775900735
GRHL2,1.3083235638921453,1.9431137724550898,1.3741554054054055,2.123211963589077,2.6138309904669574,1.7445,2.102780684706234
TBX2,1.8349941383352872,2.1629597946963215,1.8679617117117118,2.2610533159947983,2.2012441428340606,2.133,2.1087232770219764
SOX10,1.2989449003517,2.054747647562019,1.375,2.2451235370611182,2.582081111649701,1.872,2.120309463297952
Yy1,1.4618991793669402,1.89606501283148,1.3510698198198199,1.9057217165149545,2.7052027791242526,1.6605,2.126177306024817
TEAD4,1.2713950762016413,2.0774165953806674,1.2471846846846846,2.025032509752926,2.7464049119405396,1.7185,2.1410524742113917
POU5F1B,0.9185228604923799,1.863130881094953,0.8037725225225225,1.6566970091027309,3.0997737922119892,1.748,2.1417999701001644
ZBTB26,1.60873388042204,1.9550898203592815,1.6967905405405406,2.1310143042912872,2.5344158991759573,1.7025,2.1459859470772913
ZNF331,2.475381008206331,2.3233532934131738,2.5078828828828827,2.318270481144343,1.8658103086120537,2.2155,2.1469203169382567
Rfx6,1.903575615474795,2.23011120615911,1.977759009009009,2.350780234070221,2.241153659718856,1.9555,2.1534235311705787
ETV7,2.5,2.221984602224123,2.5875563063063063,2.1560468140442133,1.941832283082889,2.142,2.1628046045746747
ZEB1,2.1881594372801874,2.2463644140290846,2.1410472972972974,2.2792587776332898,2.1524478914202616,1.9625,2.1640753475855883
TCF7,1.254103165298945,2.0885372112917024,1.3445945945945945,2.19148244473342,2.7535950880594604,1.6775,2.1721483031843323
FOSB::JUNB,1.8033411488862836,2.3652694610778444,1.7516891891891893,2.2298439531859557,2.40838584585555,1.9235,2.183510240693676
CREB1,1.3329425556858148,2.1000855431993157,1.4161036036036037,2.2028608582574774,2.7405881402488284,1.6735,2.187696217670803
Foxl2,1.0064478311840563,1.8823781009409752,1.008445945945946,1.8865409622886866,3.0283567619970917,1.9335,2.189116459859471
MYC,2.7473622508792497,2.4585115483319075,2.7629504504504503,2.296814044213264,1.771934076587494,2.4615,2.1997682762744803
Arid3b,1.0140679953106682,1.9409751924721985,0.8460022522522522,1.6186605981794537,3.1341896913879466,2.08,2.202758259829571
Hmga1,1.026084407971864,1.8195038494439693,1.1570945945945945,1.7347204161248375,3.0183389885280336,2.2515,2.2075422335177155
IKZF2,2.5512895662368114,2.397775876817793,2.567849099099099,2.4320546163849155,1.9453061883987721,2.182,2.218418298699357
DRGX,1.276377491207503,2.182634730538922,1.2553490990990992,1.85370611183355,2.8822911617385683,2.055,2.2202870384212887
Zic1::Zic2,3.063012895662368,2.4798973481608213,2.8645833333333335,2.261703511053316,1.7224915172079496,2.53,2.233592465241441
Tbx6,1.97010550996483,2.4097519247219847,1.8862612612612613,2.522106631989597,2.3230731943771206,2.1875,2.240394677829272
FOXD3,1.02989449003517,2.0017108639863133,0.9662162162162162,1.9470091027308192,3.1003393116820166,2.0415,2.245253401106294
GATA4,1.422039859320047,2.254491017964072,1.3133445945945945,2.1690507152145644,2.8067539182420425,1.9715,2.247907011511437
TBX18,2.1954865181711605,2.4546621043627033,2.213119369369369,2.5139791937581273,2.166424301179512,2.3075,2.252018238899686
FOXJ2::ELF1,1.8519929660023446,2.051753635585971,2.02759009009009,2.1248374512353707,2.5323961867830023,2.0955,2.2571012109433397
MZF1,2.388921453692849,2.544054747647562,2.04222972972973,2.422301690507152,2.2220067862336403,2.063,2.258708327104201
RORC,1.7332942555685815,2.2236954662104362,1.6480855855855856,2.289661898569571,2.652932622394571,1.955,2.270817760502317
Sox17,1.3338218053927315,2.1599657827202736,1.3234797297297298,2.1898569570871262,2.904023267086767,1.957,2.2760502317237257
Nr1H2,1.7702227432590856,2.3186484174508126,1.8817567567567568,2.479518855656697,2.55550169655841,1.85,2.2837494393780835
HMBOX1,1.3349941383352872,2.1385799828913603,1.4115990990990992,2.2769830949284784,2.9241396025206012,2.1915,2.3228808491553297
FOXS1,1.1588511137162953,2.102224123182207,1.1444256756756757,2.1703511053315996,3.134512845370819,2.0335,2.3350276573478848
Nrf1,4.621043376318875,2.6124893071000854,4.517736486486487,2.228218465539662,0.8423008563580546,3.6705,2.337531768575273
TWIST1,1.6611957796014067,2.331907613344739,1.603322072072072,2.3910923276983094,2.819680077556956,1.8615,2.346950216773808
FOXP1,1.194021101992966,2.072284003421728,1.2029842342342343,2.192782834850455,3.127565034739053,2.159,2.353416056211691
GCM2,3.1040445486518173,2.5179640718562872,2.954391891891892,2.4655396618985694,1.8754241396025206,2.6375,2.3562939153834654
MEF2A,1.2010550996483,2.0128314798973483,1.3541666666666667,2.0520156046814044,3.117628049765713,2.4335,2.3689265959037225
SOX13,1.3944900351699883,2.2360992301112064,1.3806306306306306,2.28185955786736,3.0511391177896265,2.009,2.3805501569741367
NKX6-1,1.2473622508792497,2.201454234388366,1.197635135135135,2.0503901170351106,3.1870253675876556,2.151,2.381335027657348
FOXK2,1.2069167643610785,2.136441402908469,1.2359234234234233,2.240897269180754,3.1469542737114233,2.2225,2.3842876364179997
VEZF1,3.881594372801876,3.0166809238665526,3.2274774774774775,3.0006501950585176,1.3711423493294554,2.9165,2.384362386006877
FOXA3,1.2332942555685815,2.142857142857143,1.2666103603603605,2.284785435630689,3.142914848925513,2.2155,2.3949394528330092
Sox3,1.4047479484173506,2.2728828058169377,1.382882882882883,2.3107932379713914,3.07400226207788,2.001,2.3986769322768726
TRPS1,1.3012895662368114,2.2840034217279728,1.258445945945946,2.2386215864759427,3.1425916949426402,2.1415,2.403872028703842
ZNF768,2.413540445486518,2.7130025662959794,2.3817567567567566,3.0172301690507153,2.2031830667312975,2.407,2.4070862610255643
Spi1,2.3423212192262604,2.5607356715141147,2.1005067567567566,2.735045513654096,2.4447406689287448,2.2905,2.417962326207206
CTCF,3.2450175849941383,2.7292557741659538,3.0861486486486487,2.4548114434330297,1.9227661980933914,2.497,2.420391687845717
Nanog,1.735052754982415,2.3421727972626174,1.834740990990991,2.334525357607282,2.8426240103409275,2.272,2.4227836746897893
VSX2,1.3540445486518171,2.3156544054747648,1.3468468468468469,2.0796488946684004,3.192276619809339,2.2895,2.4408730751980863
ZNF454,4.308030480656506,2.870829769033362,3.756475225225225,2.2916124837451237,1.4344805299725318,2.9195,2.444236806697563
Ebf2,3.0026377491207503,2.9127459366980326,2.688063063063063,2.5487646293888164,2.1546291808046534,2.329,2.4581776050231725
Sox11,1.5688745603751466,2.378528656971771,1.6050112612612613,2.533810143042913,2.989659072548069,2.237,2.462587830766931
TBX4,2.4871043376318873,2.594525235243798,2.530123873873874,2.688556566970091,2.3400387784779446,2.623,2.467483928838391
ZNF189,2.560082063305979,2.5949529512403764,2.585304054054054,2.605331599479844,2.42284698658911,2.452,2.5001121243833158
